Title,Year,Genre(s),IMDB,Rotten Tomatoes,Metacritic,TMDB,# of IMDB Votes,# of Awards,Gross Domestic Box Office Sales ($),Media,Origin
One-Eyed Monster,2008,"Comedy, Horror, Sci-Fi",4.1,,,,,,,,Foreign
Trust the Man,2005,"Comedy, Drama, Romance",5.7,29,43,5.1,"8,865",1 nomination,"$1,530,535",movie,Foreign
The Dark,2005,"Drama, Fantasy, Horror",5.3,40,N/A,5.8,"11,456",1 nomination,N/A,movie,Domestic
Stone of Destiny,2008,"Adventure, Comedy, Crime",6.7,53,N/A,6.5,"4,440",3 wins & 6 nominations,N/A,movie,Foreign
Griffin & Phoenix,2006,"Comedy, Drama, Romance",6.9,,,,,,,,Foreign
The Woods,2006,"Horror, Mystery",5.6,67,N/A,5.7,"12,635",N/A,N/A,movie,Domestic
The Clearing,2004,"Drama, Mystery, Thriller",5.8,43,60,5.8,"14,433",1 nomination,"$5,763,875",movie,Domestic
The Tattooist,2007,"Drama, Horror, Thriller",5.1,,,,,,,,Foreign
Strings,2004,"Adventure, Drama, Fantasy",6.9,80,N/A,6.7,"4,391",3 wins & 4 nominations,N/A,movie,Foreign
Botched,2007,Thriller,5.6,25,N/A,5.5,"6,683",2 wins,N/A,movie,Domestic
Fugitive Pieces,2007,Drama,6.9,68,60,6.2,"2,708",7 wins & 16 nominations,"$635,783",movie,Foreign
Duma,2005,"Adventure, Drama, Family",7.1,95,82,7.3,"8,664",1 win,"$870,067",movie,Foreign
The Betrayed,2008,"Crime, Drama, Mystery",5.9,,,,,,,,Foreign
Man About Town,2006,"Comedy, Drama",5.5,38,N/A,5.2,"8,406",N/A,N/A,movie,Foreign
Irresistible,2006,"Drama, Mystery, Thriller",5.7,22,N/A,5.5,"6,699",1 nomination,N/A,movie,Foreign
End Game,2006,"Action, Thriller",5.1,,,,,,,,Domestic
Anamorph,2007,"Crime, Horror, Thriller",5.4,27,43,5.1,"9,834",1 win,"$6,950",movie,Foreign
Man-Thing,2005,"Action, Adventure, Horror",4.1,14,N/A,4.3,"7,125",N/A,N/A,movie,Foreign
The Stone Angel,2007,Drama,6.1,44,57,5.4,"1,823",4 wins & 9 nominations,"$459,166",movie,Foreign
Game 6,2005,"Comedy, Drama, Sport",5.7,62,56,4.5,"3,034",N/A,"$129,664",movie,Foreign
Dante's Inferno,2007,"Animation, Comedy",6.6,,,,,,,,Foreign
Jindabyne,2006,"Crime, Drama, Mystery",6.3,65,65,5.4,"7,116",11 wins & 21 nominations,"$400,438",movie,Foreign
Dedication,2007,"Comedy, Drama, Romance",6.6,40,50,6.3,"7,248",N/A,"$92,853",movie,Foreign
Saving Face,2004,"Comedy, Drama, Romance",7.4,88,65,7.3,"13,704",3 wins & 3 nominations,"$1,187,266",movie,Foreign
Unrest,2006,"Horror, Thriller",5.0,,,,,,,,Foreign
Private Valentine: Blonde & Dangerous,2008,"Adventure, Comedy, Drama",4.3,,,,,,,,Foreign
From Within,2008,"Horror, Mystery, Thriller",5.6,,,,,,,,Foreign
Disgrace,2008,Drama,6.5,83,71,6.3,"5,861",5 wins & 3 nominations,"$69,705",movie,Foreign
Just Add Water,2008,"Comedy, Romance",5.6,,,,,,,,Foreign
Keeping Up with the Steins,2006,Comedy,5.4,36,57,5.2,"3,321",2 nominations,"$4,339,241",movie,Foreign
Mozart and the Whale,2005,"Comedy, Drama, Romance",6.7,,,,,,,,Foreign
Finding Amanda,2008,"Comedy, Drama",5.5,40,51,4.8,"3,476",3 nominations,"$57,297",movie,Foreign
Venus,2006,"Comedy, Drama, Romance",7.1,88,82,6.6,"13,474",Nominated for 1 Oscar. 4 wins & 21 nominations total,"$3,347,411",movie,Foreign
"Puff, Puff, Pass",2006,Comedy,5.4,,,,,,,,Foreign
Factotum,2005,"Comedy, Drama, Romance",6.6,74,71,6.2,"15,113",4 wins & 4 nominations,"$808,221",movie,Domestic
Stuck,2007,"Comedy, Crime, Drama",6.5,73,61,6.1,"10,327",2 wins & 4 nominations,"$67,505",movie,Domestic
The Reef,2006,"Animation, Adventure, Family",4.1,,,,,,,,Foreign
Macbeth,2006,"Crime, Drama, Fantasy",4.6,49,51,4.0,"2,278",2 wins & 6 nominations,"$9,613",movie,Foreign
The Oh in Ohio,2006,"Comedy, Drama, Romance",5.5,23,48,5.2,"6,544",2 wins & 1 nomination,"$418,689",movie,Foreign
Boy Eats Girl,2005,"Comedy, Fantasy, Horror",4.9,,,,,,,,Foreign
Naked Fear,2007,"Horror, Thriller",5.1,,,,,,,,Foreign
August,2008,Drama,5.3,36,39,5.2,"4,346",N/A,"$12,636",movie,Foreign
Bad Biology,2008,"Comedy, Horror",4.7,100,N/A,4.6,"4,654",2 wins,N/A,movie,Foreign
The Hammer,2007,"Comedy, Romance, Sport",7.1,82,57,6.2,"6,304",N/A,"$443,591",movie,Foreign
Fling,2008,"Drama, Romance",5.8,,,,,,,,Foreign
The Limey,1999,"Crime, Drama, Mystery",6.9,92,73,6.6,"35,518",1 win & 9 nominations,"$3,204,663",movie,Foreign
Tiptoes,2002,"Comedy, Drama, Romance",4.2,20,N/A,,,,,,Foreign
Pokémon Heroes,2002,"Animation, Action, Adventure",6.1,19,27,6.7,"6,982",N/A,"$746,381",movie,Foreign
Versus,2000,"Action, Drama, Fantasy",6.3,75,N/A,6.2,"13,837",1 win,N/A,movie,Foreign
Derailed,2002,"Action, Thriller",3.9,0,N/A,5.1,"8,626",N/A,N/A,movie,Foreign
Human Nature,2001,"Comedy, Drama",6.4,48,56,6.0,"19,111",2 wins & 2 nominations,"$705,308",movie,Domestic
Roger Dodger,2002,"Comedy, Drama",6.8,88,75,6.1,"18,017",12 wins & 14 nominations,"$1,266,828",movie,Foreign
Sweet Sixteen,2002,"Crime, Drama",7.4,97,86,7.0,"15,973",10 wins & 17 nominations,"$316,319",movie,Foreign
Flawless,1999,"Crime, Drama",6.4,40,50,6.1,"20,329",3 wins & 4 nominations,"$4,488,529",movie,Foreign
Better Luck Tomorrow,2002,"Crime, Drama, Romance",7.0,81,67,6.4,"10,562",1 win & 2 nominations,"$3,802,390",movie,Foreign
L.I.E.,2001,"Crime, Drama",7.1,84,73,6.7,"10,494",20 wins & 18 nominations,"$1,138,836",movie,Foreign
Pride and Prejudice,2003,"Comedy, Romance",5.0,66,N/A,4.7,"2,808",N/A,"$377,271",movie,Foreign
Essex Boys,2000,"Action, Crime, Drama",6.0,17,N/A,5.6,"4,333",N/A,N/A,movie,Foreign
Bang Bang You're Dead,2002,"Crime, Drama, Thriller",7.7,,,,,,,,Foreign
Amen.,2002,"Biography, Crime, Drama",7.2,67,57,7.0,"15,104",4 wins & 9 nominations,"$274,299",movie,Foreign
The Wings of the Dove,1997,"Drama, Romance",7.1,86,73,6.6,"13,080",Nominated for 4 Oscars. 16 wins & 32 nominations total,"$13,692,848",movie,Foreign
Death and the Maiden,1994,"Drama, Mystery, Thriller",7.2,82,72,7.1,"27,257",4 nominations,"$3,103,716",movie,Domestic
Blue Sky,1994,"Drama, Romance",6.4,80,N/A,6.0,"8,301",Won 1 Oscar. 4 wins & 5 nominations total,"$3,359,465",movie,Foreign
The Spanish Prisoner,1997,"Drama, Mystery, Thriller",7.2,89,70,6.8,"26,278",3 nominations,"$9,593,903",movie,Foreign
Nil by Mouth,1997,Drama,7.3,78,76,6.9,"10,323",Won 2 BAFTA 9 wins & 9 nominations total,"$266,130",movie,Foreign
Street Fighter II: The Animated Movie,1994,"Animation, Action, Adventure",7.2,80,N/A,7.0,"10,069",N/A,N/A,movie,Foreign
I.D.,1995,"Crime, Drama",7.3,,,,,,,,Foreign
Curdled,1996,"Comedy, Crime, Thriller",5.9,9,N/A,5.9,"5,615",2 nominations,"$49,620",movie,Foreign
Clay Pigeons,1998,"Comedy, Crime",6.6,61,46,6.2,"12,238",1 nomination,"$1,794,086",movie,Domestic
Hurlyburly,1998,"Comedy, Drama",5.8,58,N/A,5.5,"10,538",1 win & 3 nominations,"$1,798,862",movie,Foreign
Bordello of Blood,1996,"Comedy, Fantasy, Horror",5.4,14,36,5.9,"16,010",N/A,"$5,781,045",movie,Foreign
Hell's Kitchen,1998,"Crime, Drama",4.6,40,N/A,5.4,"2,800",N/A,"$11,710",movie,Foreign
The Butcher Boy,1997,"Comedy, Drama",7.1,77,N/A,6.8,"11,582",10 wins & 11 nominations,"$1,995,911",movie,Foreign
My Crazy Life,1993,"Crime, Drama",6.5,74,N/A,7.1,"2,466",1 win,"$3,267,313",movie,Foreign
Into the West,1992,"Adventure, Family, Fantasy",7.0,77,71,6.5,"3,200",5 wins,"$4,790,801",movie,Foreign
Under Suspicion,1991,"Crime, Drama, Mystery",6.4,25,N/A,5.9,"5,174",1 win,"$221,295",movie,Foreign
Wide Sargasso Sea,1993,"Drama, Romance, Thriller",5.6,65,N/A,5.0,"2,234",N/A,"$1,614,784",movie,Foreign
Cutting Class,1989,"Comedy, Crime, Horror",4.5,13,43,5.0,"6,194",N/A,N/A,movie,Foreign
Society,1989,"Comedy, Horror",6.5,64,50,6.7,"22,645",1 win & 2 nominations,N/A,movie,Foreign
Mystery Train,1989,"Comedy, Crime, Drama",7.5,89,80,7.3,"31,209",1 win & 8 nominations,"$1,541,218",movie,Domestic
Zandalee,1991,"Drama, Romance, Thriller",4.3,33,N/A,4.3,"4,218",N/A,N/A,movie,Foreign
Europa,1991,"Crime, Drama, Thriller",7.5,82,69,7.3,"23,433",17 wins & 8 nominations,"$1,007,001",movie,Foreign
Even Cowgirls Get the Blues,1993,"Comedy, Drama, Romance",4.3,17,28,4.4,"7,905",4 nominations,"$1,708,873",movie,Foreign
Night of the Creeps,1986,"Comedy, Horror, Sci-Fi",6.7,73,62,6.7,"26,647",1 win & 1 nomination,"$591,366",movie,Foreign
Double Trouble,1984,"Action, Comedy",7.1,,,,,,,,Foreign
Fandango,1985,"Comedy, Drama",6.7,63,N/A,6.6,"8,919",N/A,"$91,666",movie,Foreign
Running on Empty,1988,"Crime, Drama, Music",7.6,81,67,7.5,"18,271",Nominated for 2 Oscars. 5 wins & 8 nominations total,"$2,835,116",movie,Foreign
My Beautiful Laundrette,1985,"Comedy, Drama, Romance",6.8,98,75,6.7,"17,554",Nominated for 1 Oscar. 6 wins & 6 nominations total,"$2,451,545",movie,Foreign
The Milagro Beanfield War,1988,"Comedy, Drama, Fantasy",6.8,61,N/A,6.5,"6,920",Won 1 Oscar. 2 wins & 2 nominations total,"$13,825,794",movie,Foreign
Flesh+Blood,1985,"Adventure, Drama",6.7,86,56,4.7,"20,442",2 wins & 1 nomination,N/A,movie,Domestic
Night of the Demons,1988,"Comedy, Fantasy, Horror",6.1,43,N/A,6.236,"19,605",N/A,"$3,109,904",movie,Foreign
For Queen & Country,1988,"Action, Crime, Drama",5.6,29,N/A,5.3,"2,678",2 wins,"$191,051",movie,Domestic
The Stepfather,1987,"Horror, Thriller",6.7,89,72,6.5,"18,839",2 wins & 8 nominations,"$2,488,740",movie,Domestic
Eye of the Needle,1981,"Romance, Thriller, War",7.1,85,61,6.6,"12,926",1 nomination,"$17,583,634",movie,Foreign
Lady Chatterley's Lover,1981,"Drama, Romance",5.1,,,,,,,,Foreign
Nice Dreams,1981,"Comedy, Crime",6.1,43,54,6.0,"8,223",N/A,"$33,982,504",movie,Foreign
Fire and Ice,1983,"Animation, Adventure, Fantasy",6.5,63,45,6.7,"13,112",1 nomination,"$760,883",movie,Foreign
Caveman,1981,"Comedy, Romance",5.8,33,55,6.5,"8,764",1 win & 1 nomination,"$15,965,924",movie,Domestic
Saturn 3,1980,"Adventure, Horror, Sci-Fi",5.1,33,9,5.2,"10,715",5 nominations,"$9,000,000",movie,Foreign
Stardust Memories,1980,"Comedy, Drama",7.2,66,N/A,7.0,"24,220",2 nominations,"$10,389,003",movie,Foreign
Aloft,2014,Drama,5.3,16,34,5.5,"4,103",1 win & 2 nominations,"$53,086",movie,Foreign
Amityville: The Awakening,2017,"Horror, Thriller",4.8,29,42,5.3,"15,743",1 nomination,$742,movie,Foreign
Wild Side,,"Action, Thriller",5.6,,,,,,,,Domestic
Sisters,1972,"Horror, Mystery, Thriller",6.9,85,70,6.7,"21,275",1 nomination,N/A,movie,Foreign
Bite the Bullet,1975,"Action, Adventure, Drama",6.6,73,N/A,6.3,"6,000",Nominated for 2 Oscars. 1 win & 2 nominations total,N/A,movie,Foreign
Sweet Movie,1974,"Comedy, Drama, Mystery",6.0,50,N/A,5.3,"6,492",N/A,N/A,movie,Foreign
The Sugarland Express,1974,"Crime, Drama",6.7,87,65,6.6,"19,423",2 wins & 4 nominations,"$7,500,000",movie,Foreign
Herbie Rides Again,1974,"Comedy, Family, Fantasy",5.7,83,49,6.1,"9,023",1 nomination,"$38,229,000",movie,Foreign
Shivers,1975,"Horror, Sci-Fi",6.3,85,58,6.396,"23,967",1 win & 1 nomination,N/A,movie,Foreign
Silent Movie,1976,Comedy,6.7,79,75,6.5,"18,680",1 win & 6 nominations,"$36,145,695",movie,Foreign
The Big Bus,1976,"Action, Comedy",5.6,64,N/A,5.2,"3,780",1 win & 2 nominations,"$3,540,307",movie,Foreign
Stay Hungry,1976,"Comedy, Drama",5.6,69,60,5.7,"5,125",1 win & 1 nomination,N/A,movie,Foreign
"Race for Your Life, Charlie Brown",1977,"Animation, Adventure, Comedy",7.2,50,55,6.7,"3,989",N/A,"$3,223,888",movie,Foreign
Twilight's Last Gleaming,1977,"Drama, Thriller",6.7,80,N/A,6.4,"3,785",2 nominations,N/A,movie,Domestic
Straight Time,1978,"Crime, Drama",7.4,83,64,7.1,"10,340",N/A,"$9,900,000",movie,Foreign
When Time Ran Out...,1980,"Action, Adventure, Drama",4.6,0,25,5.3,"3,273",Nominated for 1 Oscar. 2 nominations total,"$3,763,988",movie,Foreign
The Legend of the Lone Ranger,1981,"Action, Adventure, Drama",4.9,,,,,,,,Foreign
Autumn Sonata,1978,"Drama, Music",8.1,85,N/A,8.0,"38,378",Nominated for 2 Oscars. 10 wins & 10 nominations total,N/A,movie,Foreign
Attack of the Killer Tomatoes!,1978,"Adventure, Comedy, Horror",4.6,27,9,5.0,"15,141",1 nomination,N/A,movie,Foreign
The Cat from Outer Space,1978,"Comedy, Family, Sci-Fi",6.0,67,58,5.9,"6,237",1 nomination,N/A,movie,Foreign
Dracula,1979,"Drama, Fantasy, Horror",6.5,61,67,6.4,"11,352",3 wins & 4 nominations,"$20,158,970",movie,Foreign
Hardcore,1979,"Crime, Drama",7.1,78,63,6.8,"14,745",5 nominations,N/A,movie,Foreign
Scum,1979,"Crime, Drama",7.6,89,78,7.1,"13,327",N/A,"$6,461",movie,Foreign
Trail of the Pink Panther,1982,"Comedy, Crime, Mystery",4.8,23,43,5.2,"11,393",N/A,"$9,056,073",movie,Domestic
D.C. Cab,1983,"Action, Comedy",5.5,18,46,5.3,"5,322",N/A,"$16,134,627",movie,Foreign
Still Smokin,1983,"Comedy, Music",5.4,10,4,5.3,"8,122",1 nomination,"$15,543,710",movie,Foreign
Sheena,1984,"Adventure, Fantasy",4.9,11,39,5.7,"5,683",5 nominations,"$5,778,353",movie,Domestic
My Science Project,1985,"Action, Adventure, Comedy",5.9,11,38,6.2,"6,594",N/A,"$4,122,748",movie,Foreign
Tuff Turf,1985,"Action, Comedy, Drama",6.0,17,37,5.9,"6,130",1 win,"$9,369,329",movie,Foreign
Year of the Dragon,1985,"Action, Crime, Drama",6.8,55,58,6.9,"17,871",1 win & 10 nominations,"$18,707,466",movie,Foreign
The Best of Times,1986,"Comedy, Drama, Sport",6.0,29,57,5.6,"8,325",N/A,"$7,790,931",movie,Foreign
The Boy Who Could Fly,1986,"Drama, Fantasy, Romance",6.5,62,67,6.3,"6,579",3 wins & 5 nominations,"$7,177,431",movie,Foreign
Down and Out in Beverly Hills,1986,Comedy,6.2,77,72,5.9,"20,363",1 win & 5 nominations,"$62,134,225",movie,Foreign
Firewalker,1986,"Action, Adventure, Comedy",5.1,8,37,5.2,"7,882",N/A,"$11,949,484",movie,Foreign
The Bear,1988,"Adventure, Drama, Family",7.7,88,60,7.0,"19,379",Nominated for 1 Oscar. 5 wins & 11 nominations total,"$31,753,898",movie,Domestic
High Spirits,1988,"Comedy, Fantasy, Romance",5.7,31,47,5.8,"10,920",1 nomination,"$8,578,231",movie,Domestic
Next of Kin,1989,"Action, Crime, Drama",5.9,50,53,5.9,"12,804",1 nomination,"$15,942,628",movie,Foreign
Return of the Living Dead II,1988,"Comedy, Horror, Sci-Fi",5.7,5,45,6.3,"21,852",3 nominations,"$9,205,924",movie,Foreign
Shocker,1989,"Comedy, Horror, Thriller",5.5,30,51,5.5,"17,948",1 nomination,"$16,554,699",movie,Foreign
Cadillac Man,1990,"Comedy, Crime",5.7,58,50,5.7,"15,935",N/A,"$27,627,310",movie,Foreign
Fire Birds,1990,"Action, Adventure",4.7,9,31,5.1,"7,330",N/A,"$14,760,451",movie,Foreign
Dream a Little Dream,1989,"Comedy, Drama, Romance",5.7,9,32,5.8,"7,941",N/A,"$5,552,441",movie,Foreign
The Dream Team,1989,"Comedy, Crime, Thriller",6.5,50,54,6.1,"16,635",N/A,"$28,890,240",movie,Foreign
Fletch Lives,1989,"Comedy, Crime, Mystery",6.1,35,40,6.0,"23,519",N/A,"$35,150,960",movie,Foreign
The Fly II,1989,"Drama, Horror, Sci-Fi",5.1,33,36,5.636,"25,101",3 nominations,"$20,021,322",movie,Foreign
Ghost Dad,1990,"Comedy, Family, Fantasy",4.4,6,N/A,5.1,"8,524",3 nominations,"$24,707,633",movie,Foreign
I Love You to Death,1990,"Comedy, Crime",6.4,58,45,6.412,"15,746",N/A,"$16,186,793",movie,Foreign
Quick Change,1990,"Comedy, Crime",6.8,84,56,6.7,"22,482",N/A,"$15,260,154",movie,Foreign
Tales from the Darkside: The Movie,1990,"Comedy, Fantasy, Horror",6.2,46,54,6.2,"19,682",1 win,"$16,324,573",movie,Foreign
Mannequin: On the Move,1991,"Comedy, Fantasy, Romance",4.4,13,31,5.7,"6,998",N/A,"$3,752,428",movie,Foreign
The Doctor,1991,Drama,6.9,83,N/A,6.4,"5,940",3 nominations,"$38,120,905",movie,Foreign
Necessary Roughness,1991,"Comedy, Sport",6.2,35,45,5.5,"13,334",N/A,"$26,255,594",movie,Foreign
Rush,1991,"Action, Crime, Drama",6.7,71,66,6.7,"10,030",1 win & 5 nominations,"$7,241,350",movie,Foreign
Suburban Commando,1991,"Action, Comedy, Sci-Fi",4.6,15,N/A,4.6,"11,324",N/A,"$6,948,859",movie,Foreign
Split Second,1992,"Action, Crime, Horror",6.0,26/10,26,5.9,"17,007",N/A,"$5,430,822",movie,Foreign
My Life,1993,Drama,6.8,44,N/A,6.7,"12,322",N/A,"$27,804,899",movie,Foreign
3 Ninjas Kick Back,1994,"Action, Comedy, Family",4.6,15,39,5.6,"10,037",3 nominations,"$11,798,854",movie,Foreign
In the Army Now,1994,"Comedy, War",4.9,12,N/A,5.0,"14,903",N/A,"$28,881,266",movie,Foreign
The Road to Wellville,1994,"Comedy, Drama",5.9,39,N/A,5.6,"13,380",3 nominations,"$6,562,513",movie,Foreign
The Scout,1994,"Comedy, Drama, Sport",5.4,31,N/A,5.1,"7,029",N/A,"$2,694,234",movie,Foreign
Angus,1995,"Comedy, Drama",6.7,67,N/A,6.5,"7,099",1 nomination,"$4,821,759",movie,Domestic
Lord of Illusions,1995,"Horror, Mystery, Thriller",6.0,58,N/A,6.0,"19,579",2 wins & 1 nomination,"$13,294,422",movie,Foreign
Joe's Apartment,1996,"Comedy, Fantasy, Musical",5.5,21,N/A,5.7,"14,731",2 wins,"$4,619,014",movie,Foreign
Sgt. Bilko,1996,Comedy,5.8,30,47,5.8,"24,079",1 win,"$30,356,793",movie,Foreign
Dear God,1996,Comedy,5.4,12,N/A,5.5,"4,184",1 nomination,"$7,138,523",movie,Foreign
FairyTale: A True Story,1997,"Drama, Family, Fantasy",6.5,56,N/A,6.4,"6,409",Won 1 BAFTA Award1 win & 3 nominations total,"$14,059,077",movie,Foreign
Playing God,1997,"Crime, Drama, Thriller",5.6,16,N/A,5.4,"8,041",N/A,"$4,166,918",movie,Foreign
A Simple Wish,1997,"Comedy, Family, Fantasy",5.3,25,N/A,5.5,"5,963",1 win & 2 nominations,"$8,345,056",movie,Foreign
Turbo: A Power Rangers Movie,1997,"Action, Adventure, Family",3.7,16,35,5.7,"10,047",1 nomination,"$8,363,899",movie,Domestic
Black Dog,1998,"Action, Crime, Drama",5.5,14,N/A,6.4,"10,170",N/A,"$12,951,088",movie,Foreign
Holy Man,1998,"Comedy, Drama",5.0,12,41,5.2,"21,138",1 nomination,"$12,069,719",movie,Foreign
The Bachelor,1999,"Comedy, Romance",5.1,8,31,5.2,"19,111",1 win & 2 nominations,"$21,760,240",movie,Foreign
The Corruptor,1999,"Action, Crime, Thriller",6.1,48,56,6.1,"19,325",1 nomination,"$15,164,492",movie,Foreign
Crazy in Alabama,1999,"Comedy, Crime, Drama",6.2,30,46,6.0,"7,482",5 wins & 6 nominations,"$2,005,840",movie,Domestic
The Out-of-Towners,1999,Comedy,5.5,28,33,5.7,"15,122",1 win,"$28,544,120",movie,Foreign
Urban Legends: Final Cut,2000,"Horror, Mystery",4.4,10,16,4.9,"19,205",1 win & 2 nominations,"$21,468,807",movie,Foreign
Corky Romano,2001,"Comedy, Crime",4.7,7,20,4.3,"13,773",1 nomination,"$23,980,304",movie,Foreign
Recess: School's Out,2001,"Animation, Adventure, Comedy",6.5,60,43,6.6,"11,877",N/A,"$36,706,141",movie,Foreign
Say It Isn't So,2001,"Comedy, Romance",5.0,8,21,4.7,"13,879",1 nomination,"$5,520,393",movie,Foreign
Ballistic: Ecks vs. Sever,2002,"Action, Crime, Mystery",3.7,0,19,4.4,"21,195",5 nominations,"$14,307,963",movie,Foreign
Hollywood Ending,2002,"Comedy, Romance",6.5,47,46,6.5,"28,302",1 nomination,"$4,850,753",movie,Foreign
Serving Sara,2002,"Comedy, Romance",5.3,4,18,5.4,"19,035",N/A,"$16,930,185",movie,Foreign
The Wild Thornberrys,2002,"Animation, Adventure, Comedy",5.7,80,69,6.4,"15,374",Nominated for 1 Oscar. 13 nominations total,"$40,108,697",movie,Foreign
The Divorce,2003,"Comedy, Drama, Romance",4.9,36,51,4.9,"12,179",2 wins,"$9,081,057",movie,Foreign
Willard,2003,"Drama, Horror, Thriller",6.1,64,61,6.1,"20,596",1 win & 5 nominations,"$6,886,089",movie,Domestic
Never Die Alone,2004,"Action, Crime, Drama",5.6,26,38,5.4,"6,170",1 nomination,"$5,645,298",movie,Foreign
Idlewild,2006,"Crime, Drama, Musical",6.2,47,55,5.7,"5,751",7 nominations,"$12,571,185",movie,Foreign
Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,"Animation, Action, Adventure",6.7,49,54,6.5,"14,560",N/A,"$5,520,368",movie,Foreign
Firehouse Dog,2007,"Action, Comedy, Family",5.5,37,43,6.0,"6,375",2 nominations,"$13,932,383",movie,Foreign
Pride,2007,"Drama, Sport",6.3,47,55,6.7,"6,981",2 wins & 3 nominations,"$7,057,600",movie,Domestic
Nobel Son,2007,"Comedy, Crime, Drama",6.1,26,28,6.1,"6,183",N/A,"$540,382",movie,Foreign
Witless Protection,2008,"Comedy, Crime",3.4,4,17,4.5,"6,594",4 nominations,"$4,161,625",movie,Foreign
The Mighty Macs,2009,"Drama, Sport",6.6,47,49,5.3,"1,894",N/A,"$1,891,936",movie,Foreign
The Last Days on Mars,2013,"Adventure, Horror, Sci-Fi",5.5,18,46,5.5,"39,257",4 nominations,"$24,084",movie,Domestic
It's Alive,2009,"Horror, Sci-Fi",3.5,,,,,,,,Foreign
Red Mist,2008,"Fantasy, Horror, Sci-Fi",4.9,7,N/A,5.0,"3,011",1 win,N/A,movie,Foreign
The Hazing,2004,"Comedy, Horror",5.4,,,,,,,,Foreign
Slipstream,2007,"Comedy, Drama, Fantasy",4.8,27,47,4.9,"4,925",1 win & 3 nominations,"$8,965",movie,Foreign
2001 Maniacs,2005,"Comedy, Horror",5.3,,,,,,,,Foreign
Cthulhu,2007,"Drama, Horror, Thriller",4.6,62,41,5.1,"2,231",1 nomination,"$15,213",movie,Foreign
Her Best Move,2007,"Comedy, Family, Romance",5.4,,,,,,,,Foreign
Miss Conception,2008,"Comedy, Romance",4.6,8,33,4.4,"2,894",N/A,"$2,134",movie,Domestic
Illegal Tender,2007,"Crime, Drama, Thriller",5.4,15,40,6.1,"2,779",3 nominations,"$3,106,835",movie,Foreign
The Secret Life of Words,2005,"Drama, Romance",7.4,69,68,7.0,"13,262",25 wins & 15 nominations,"$20,678",movie,Foreign
Winter Passing,2005,"Comedy, Drama",6.2,40,56,6.2,"8,978",N/A,"$107,492",movie,Foreign
The Take,2007,"Action, Crime, Drama",5.8,85,67,5.5,"2,482",1 nomination,N/A,movie,Foreign
Dead Tone,2007,"Horror, Thriller",4.6,,,,,,,,Foreign
In Search of a Midnight Kiss,2007,"Comedy, Romance",7.2,85,64,6.5,"8,375",4 wins,"$172,605",movie,Foreign
Tristram Shandy,2005,Comedy,6.7,88,80,6.2,"13,312",Nominated for 1 BAFTA Award2 wins & 14 nominations total,"$1,253,413",movie,Foreign
Strangers with Candy,2005,Comedy,5.9,51,57,5.6,"8,420",N/A,"$2,072,645",movie,Foreign
Samoan Wedding,2006,"Comedy, Romance",6.3,83,58,6.1,"1,629",10 nominations,"$72,244",movie,Foreign
Stage Beauty,2004,Drama,7.1,64/10,64,6.7,"10,821",4 wins & 1 nomination,"$782,383",movie,Domestic
The Flight Before Christmas,2008,"Animation, Adventure, Family",6.1,,,,,,,,Domestic
Reefer Madness: The Movie Musical,2005,"Comedy, Drama, Horror",7.1,75,N/A,6.5,"6,904",Won 1 Primetime Emmy. 4 wins & 10 nominations total,N/A,movie,Foreign
Imaginary Heroes,2004,Drama,7.0,35,53,6.5,"10,086",1 win & 2 nominations,"$228,767",movie,Foreign
The Mistress of Spices,2005,"Drama, Romance",5.5,11,N/A,6.2,"5,652",N/A,N/A,movie,Foreign
The Children of Huang Shi,2008,"Drama, War",7.0,31,49,6.7,"10,025",1 win & 3 nominations,"$1,031,872",movie,Domestic
Dostana,2008,"Comedy, Drama, Romance",6.4,81,N/A,6.2,"16,400",5 wins & 22 nominations,"$1,243,910",movie,Domestic
